"MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","PoolArea","PoolQC","Fence","MoSold","YrSold","SaleType","SaleCondition","TotalSF","TotalBaths","HouseAge","RemodelAge","HasPool","HasGarage","HasFireplace","HasBasement","OverallQual_Squared","SalePrice"
180,"RM",21,1936,"Reg","Inside","MeadowV","Norm","Twnhs","SFoyer",4,6,1970,1970,"Gable","CemntBd","CmentBd","None",0,3,3,"CBlock",4,3,"Av","BLQ",131,0,630,4,"Y","SBrkr",630,0,630,1,0,1,0,1,3,3,0,0,"None",0,"None",0,0,0,0,"Y",0,0,0,"MnPrv",12,2007,"WD","Normal",1260,2,37,37,0,0,0,1,16,11.3445068133453
60,"FV",65,8125,"Reg","Inside","Somerst","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CemntBd","CmentBd","None",0,4,3,"PConc",4,3,"No","Unf",0,813,813,5,"Y","SBrkr",822,843,1665,0,0,2,1,3,4,7,0,0,"Attchd",2007,"RFn",2,562,3,3,"Y",0,0,0,"None",5,2008,"WD","Normal",2478,2.5,1,1,0,1,0,1,49,12.2353886998642
70,"RL",60,9084,"Reg","Inside","Edwards","Artery","1Fam","2Story",4,5,1940,1950,"Gable","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,"Mn","Unf",0,755,755,3,"Y","SBrkr",755,755,1510,1,0,1,0,4,3,7,1,4,"Detchd",1940,"Unf",1,296,2,1,"P",120,0,0,"MnPrv",10,2009,"WD","Normal",2265,2,69,59,0,1,1,1,16,11.5898865061064
60,"RL",70,8750,"Reg","Inside","CollgCr","Norm","1Fam","2Story",7,5,1996,1996,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","Unf",0,880,880,5,"Y","SBrkr",909,807,1716,0,0,2,1,2,4,7,1,3,"Attchd",1996,"RFn",2,512,3,3,"Y",0,0,0,"None",7,2009,"WD","Normal",2596,2.5,13,13,0,1,1,1,49,12.1600287070288
50,"RM",60,10320,"Reg","Inside","IDOTRR","Norm","1Fam","1.5Fin",6,7,1906,1995,"Gable","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,"No","Unf",0,756,756,5,"Y","SBrkr",756,713,1469,0,0,1,0,3,3,7,0,0,"Detchd",1906,"Unf",1,216,3,3,"Y",57,0,0,"MnPrv",6,2008,"WD","Normal",2225,1,102,13,0,1,0,1,36,11.8130300574206
20,"RL",91,10437,"IR1","Inside","NoRidge","Norm","1Fam","1Story",8,6,1995,1995,"Hip","MetalSd","MetalSd","BrkFace",660,4,4,"PConc",4,3,"Gd","GLQ",1696,413,2109,5,"Y","SBrkr",2113,0,2113,1,0,2,1,2,4,7,1,3,"Attchd",1995,"Fin",3,839,3,3,"Y",236,0,0,"None",8,2008,"WD","Normal",4222,3.5,13,13,0,1,1,1,64,12.7656884334656
160,"RM",21,1680,"Reg","Inside","BrDale","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","HdBoard","ImStucc","BrkFace",381,3,3,"CBlock",3,3,"No","Unf",0,525,525,3,"Y","SBrkr",525,567,1092,0,0,1,1,3,3,6,0,0,"Detchd",1971,"Unf",1,264,3,3,"Y",0,0,0,"None",3,2010,"WD","Family",1617,1.5,39,39,0,1,0,1,36,11.3850920934603
20,"RL",72,10007,"IR1","Inside","NAmes","Norm","1Fam","1Story",5,7,1959,2006,"Gable","HdBoard","HdBoard","BrkFace",54,4,3,"CBlock",3,3,"No","ALQ",806,247,1053,5,"Y","SBrkr",1053,0,1053,1,0,1,1,3,4,5,0,0,"Attchd",1959,"RFn",1,312,3,3,"Y",0,0,0,"MnPrv",8,2008,"WD","Normal",2106,2.5,49,2,0,1,0,1,25,11.8879313655937
70,"RL",60,7200,"Reg","Inside","Crawfor","Norm","1Fam","2Story",7,6,1931,2000,"Gable","Stucco","Wd Shng","None",0,3,2,"BrkTil",4,3,"No","Unf",0,776,776,3,"Y","SBrkr",851,651,1502,0,0,1,1,3,3,6,1,4,"Attchd",1931,"RFn",1,270,3,3,"P",0,0,0,"MnPrv",2,2008,"WD","Normal",2278,1.5,77,8,0,1,1,1,49,11.9117015849276
50,"RL",78,17503,"Reg","Inside","NAmes","Artery","1Fam","1.5Fin",6,5,1948,1950,"Gable","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,"No","Unf",0,912,912,3,"Y","SBrkr",912,546,1458,0,1,1,0,3,3,6,1,4,"Attchd",1948,"Unf",1,330,3,3,"Y",192,0,0,"None",1,2010,"WD","Abnorml",2370,1.5,62,60,0,1,1,1,36,11.4876076569859
20,"RL",75,9937,"Reg","Corner","Edwards","Norm","1Fam","1Story",5,7,1964,1999,"Hip","MetalSd","MetalSd","None",0,3,4,"PConc",3,3,"No","BLQ",637,849,1486,5,"Y","SBrkr",1486,0,1486,1,0,1,0,3,3,7,0,0,"Detchd",1968,"Fin",2,480,3,3,"Y",0,0,0,"MnPrv",3,2009,"WD","Normal",2972,2,45,10,0,1,0,1,25,12.0257490913989
60,"RL",68,12384,"Reg","CulDSac","NWAmes","Norm","1Fam","2Story",7,7,1976,1976,"Gable","Plywood","Plywood","BrkFace",233,3,3,"CBlock",4,3,"No","Unf",0,793,793,3,"Y","SBrkr",1142,793,1935,0,0,2,1,3,3,7,1,3,"Attchd",1976,"RFn",2,550,3,3,"Y",0,0,0,"None",11,2007,"WD","Normal",2728,2.5,31,31,0,1,1,1,49,12.1955171315907
60,"RL",52,46589,"IR2","CulDSac","NoRidge","Norm","1Fam","2Story",8,7,1994,2005,"Hip","VinylSd","VinylSd","BrkFace",528,4,3,"PConc",4,4,"No","GLQ",1361,88,1629,5,"Y","SBrkr",1686,762,2448,1,0,2,1,4,4,8,1,3,"Attchd",1994,"RFn",3,711,3,3,"Y",517,0,0,"None",7,2009,"WD","Normal",4077,3.5,15,4,0,1,1,1,64,12.9042073676012
20,"RL",120,13560,"Reg","Corner","NAmes","Norm","1Fam","1Story",6,3,1968,1968,"Hip","Wd Sdng","Wd Sdng","BrkFace",216,3,3,"CBlock",2,2,"No","Unf",0,1392,1392,4,"Y","SBrkr",1392,0,1392,1,0,1,0,2,3,5,2,3,"Attchd",1968,"RFn",2,576,3,3,"Y",0,0,0,"None",7,2009,"WD","Normal",2784,2,41,41,0,1,1,1,36,11.6082356447746
85,"RL",90,10012,"Reg","Inside","Edwards","Norm","1Fam","SFoyer",4,5,1972,1972,"Gable","Plywood","Plywood","None",0,3,3,"CBlock",4,3,"Av","BLQ",920,38,1138,3,"Y","SBrkr",1181,0,1181,1,0,2,0,3,3,6,0,0,"Detchd",1974,"RFn",2,588,3,3,"Y",0,0,0,"MnPrv",4,2008,"WD","Normal",2319,3,36,36,0,1,0,1,16,11.8313791960888
20,"RL",49,20896,"IR2","CulDSac","Somerst","RRAn","1Fam","1Story",8,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",5,3,"Mn","GLQ",1721,356,2077,5,"Y","SBrkr",2097,0,2097,1,0,1,1,1,5,8,1,5,"Attchd",2005,"Fin",3,1134,3,3,"Y",192,0,0,"None",1,2006,"New","Partial",4174,2.5,1,0,0,1,1,1,64,12.9551274580284
60,"RL",106,11194,"IR1","Corner","Gilbert","Norm","1Fam","2Story",8,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",40,4,3,"PConc",4,3,"No","Unf",0,1406,1406,5,"Y","SBrkr",1454,482,1936,0,0,2,1,3,4,7,1,3,"Attchd",2000,"RFn",2,504,3,3,"Y",188,0,0,"None",11,2006,"WD","Normal",3342,2.5,6,6,0,1,1,1,64,12.3480061414188
60,"RL",68,18450,"IR1","Inside","NAmes","Norm","1Fam","2Story",6,5,1965,1979,"Flat","Plywood","Plywood","BrkCmn",113,3,4,"CBlock",4,3,"No","LwQ",187,111,1021,3,"Y","SBrkr",1465,915,2380,0,0,2,1,3,3,7,1,1,"CarPort",1965,"Unf",2,596,3,3,"Y",0,0,0,"None",8,2007,"WD","Abnorml",3401,2.5,42,28,0,1,1,1,36,11.7675676833438
20,"RL",65,8125,"Reg","Inside","SawyerW","Norm","1Fam","1Story",6,5,1994,1998,"Gable","HdBoard","HdBoard","BrkFace",258,3,3,"PConc",4,3,"No","GLQ",1138,270,1408,5,"Y","SBrkr",1679,0,1679,1,0,2,0,3,4,7,1,2,"Attchd",1994,"RFn",2,575,3,3,"Y",224,0,0,"None",10,2008,"WD","Normal",3087,3,14,10,0,1,1,1,36,12.173032791452
20,"RL",68,14175,"Reg","Corner","Sawyer","Norm","1Fam","1Story",5,6,1956,1987,"Gable","CemntBd","Wd Sdng","None",0,3,3,"CBlock",3,3,"No","Rec",988,200,1188,4,"Y","SBrkr",1437,0,1437,1,0,1,1,3,3,6,1,3,"Detchd",1999,"Unf",2,576,3,3,"Y",304,0,0,"None",11,2006,"WD","Normal",2625,2.5,50,19,0,1,1,1,25,12.0317192583854
30,"RL",80,11600,"Reg","Inside","Crawfor","Norm","1Fam","1Story",4,5,1922,1950,"Gable","MetalSd","MetalSd","None",0,3,3,"BrkTil",2,3,"No","Unf",0,700,700,5,"Y","SBrkr",1180,0,1180,0,0,1,0,2,2,5,1,4,"Detchd",1922,"Unf",1,252,3,2,"Y",0,0,0,"None",7,2006,"WD","Normal",1880,1,84,56,0,1,1,1,16,11.8313791960888
60,"RL",64,8633,"Reg","FR2","CollgCr","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","GLQ",193,545,738,5,"Y","SBrkr",738,738,1476,1,0,2,1,3,4,7,0,0,"Attchd",2005,"Fin",2,540,3,3,"Y",100,0,0,"None",2,2009,"WD","Normal",2214,3.5,4,4,0,1,0,1,36,12.0639328783691
70,"RH",54,6629,"Reg","Inside","Edwards","Artery","1Fam","2Story",6,6,1925,1950,"Gambrel","Wd Sdng","Wd Sdng","None",0,3,4,"BrkTil",3,3,"No","BLQ",551,121,672,3,"N","SBrkr",697,672,1369,1,0,2,0,3,3,6,0,0,"Detchd",1930,"Unf",1,300,3,3,"Y",147,0,0,"None",7,2009,"WD","Normal",2041,3,84,59,0,1,0,1,36,11.5482926088075
20,"RL",68,11250,"IR1","Inside","Veenker","Norm","1Fam","1Story",6,6,1977,1977,"Gable","Plywood","Plywood","None",0,4,3,"CBlock",4,3,"No","ALQ",767,441,1208,3,"Y","SBrkr",1208,0,1208,1,0,1,1,3,3,6,1,3,"Attchd",1977,"RFn",2,546,3,3,"Y",198,0,0,"None",6,2006,"WD","Normal",2416,2.5,29,29,0,1,1,1,36,12.0137007528827
20,"RL",110,14442,"Reg","Inside","Crawfor","Norm","1Fam","1Story",6,7,1957,2004,"Hip","CemntBd","CmentBd","BrkFace",106,3,3,"PConc",3,3,"No","GLQ",1186,291,1477,5,"Y","SBrkr",1839,0,1839,1,0,2,0,3,4,7,2,3,"Attchd",1957,"Fin",2,416,3,3,"Y",0,0,0,"None",6,2007,"WD","Normal",3316,3,50,3,0,1,1,1,36,12.4587749990859
20,"RL",80,9200,"Reg","Inside","NAmes","Norm","1Fam","1Story",6,6,1965,1965,"Gable","HdBoard","HdBoard","None",0,3,3,"CBlock",3,3,"No","Rec",892,244,1136,3,"Y","SBrkr",1136,0,1136,1,0,1,0,3,3,5,1,4,"Attchd",1965,"RFn",1,384,3,3,"Y",426,0,0,"None",7,2008,"WD","Normal",2272,2,43,43,0,1,1,1,36,11.8493977015914
160,"RL",24,2289,"Reg","Inside","NPkVill","Norm","Twnhs","2Story",6,6,1978,1978,"Gable","Plywood","Brk Cmn","None",0,3,3,"CBlock",3,3,"No","ALQ",311,544,855,3,"Y","SBrkr",855,586,1441,0,0,2,1,3,3,7,1,3,"Attchd",1978,"Unf",2,440,3,3,"Y",28,0,0,"None",4,2009,"WD","Normal",2296,2.5,31,31,0,1,1,1,36,11.9083402372249
70,"RM",60,9600,"Reg","Inside","OldTown","Norm","1Fam","2Story",4,2,1900,1950,"Gable","AsbShng","Stucco","None",0,3,3,"BrkTil",3,2,"No","Unf",0,1095,1095,2,"N","SBrkr",1095,679,1774,1,0,2,0,4,3,8,0,0,"2Types",1920,"Unf",3,779,2,2,"N",0,0,0,"None",5,2006,"WD","Normal",2869,3,106,56,0,1,0,1,16,11.3736633976367
30,"RL",52,9022,"Reg","Inside","OldTown","Norm","1Fam","1Story",5,8,1924,2006,"Gable","VinylSd","VinylSd","None",0,4,3,"BrkTil",3,3,"No","Unf",0,768,768,5,"Y","SBrkr",792,0,792,0,0,1,0,2,4,5,0,0,"Detchd",1924,"Unf",1,240,2,2,"N",316,0,0,"None",5,2009,"WD","Normal",1560,1,85,3,0,1,0,1,25,11.6036798282387
20,"RL",80,11844,"IR1","Inside","StoneBr","Norm","1Fam","1Story",8,5,2008,2008,"Hip","VinylSd","VinylSd","Stone",464,4,3,"PConc",5,3,"Mn","Unf",0,2046,2046,5,"Y","SBrkr",2046,0,2046,0,0,2,1,3,4,7,1,4,"Attchd",2008,"Fin",3,834,3,3,"Y",322,0,0,"None",7,2009,"New","Partial",4092,2.5,1,1,0,1,1,1,64,12.8279923168018
20,"RL",68,9945,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,5,1961,1961,"Hip","Wd Sdng","Wd Sdng","BrkFace",57,3,3,"CBlock",3,3,"No","Rec",827,161,988,3,"Y","SBrkr",988,0,988,1,0,1,0,3,3,5,0,0,"Detchd",1963,"Unf",2,572,3,3,"Y",0,0,0,"None",10,2007,"WD","Normal",1976,2,46,46,0,1,0,1,25,11.7636841833174
120,"RL",50,8012,"Reg","Inside","SawyerW","Norm","TwnhsE","1Story",6,5,1980,1980,"Gable","Plywood","Plywood","None",0,3,3,"CBlock",4,3,"No","BLQ",543,261,923,3,"Y","SBrkr",923,0,923,0,0,2,0,2,3,5,1,3,"Attchd",1980,"RFn",1,264,3,3,"Y",80,0,0,"None",5,2010,"WD","Normal",1846,2,30,30,0,1,1,1,36,11.870599909242
50,"RH",55,4500,"IR2","Inside","SWISU","Norm","1Fam","1.5Fin",5,5,1932,2000,"Gable","VinylSd","Stucco","None",0,3,3,"BrkTil",3,3,"No","Rec",182,611,793,5,"Y","SBrkr",848,672,1520,0,0,1,0,3,3,6,0,0,"Detchd",1968,"Unf",1,281,3,3,"Y",0,0,0,"None",7,2009,"WD","Abnorml",2313,1,77,9,0,1,0,1,25,11.9793853224676
120,"RL",68,2887,"Reg","Inside","ClearCr","Norm","1Fam","1Story",6,5,1996,1997,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",4,3,"Mn","GLQ",1003,288,1291,5,"Y","SBrkr",1291,0,1291,1,0,1,0,2,4,6,1,4,"Attchd",1996,"Unf",2,431,3,3,"Y",307,0,0,"None",11,2008,"WD","Normal",2582,2,12,11,0,1,1,1,36,12.0610468734799
20,"RL",90,11248,"IR1","Corner","CollgCr","Norm","1Fam","1Story",9,5,2002,2002,"Hip","VinylSd","VinylSd","Stone",215,4,3,"PConc",4,3,"Av","GLQ",1059,567,1626,5,"Y","SBrkr",1668,0,1668,1,0,2,0,3,4,7,1,3,"Attchd",2002,"Fin",3,702,3,3,"Y",257,0,0,"None",7,2007,"WD","Normal",3294,3,5,5,0,1,1,1,81,12.5602444592508
60,"RL",58,16770,"IR2","CulDSac","NoRidge","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",30,4,3,"PConc",4,3,"No","Unf",0,1195,1195,4,"Y","SBrkr",1195,644,1839,0,0,2,1,4,3,7,0,0,"Attchd",1998,"Fin",2,486,3,3,"Y",0,0,0,"None",6,2010,"WD","Normal",3034,2.5,12,12,0,1,0,1,49,12.3059179804999
160,"RL",68,5062,"IR1","CulDSac","StoneBr","Norm","TwnhsE","2Story",7,5,1984,1984,"Gable","HdBoard","HdBoard","None",0,4,3,"CBlock",4,3,"Mn","GLQ",828,180,1190,4,"Y","SBrkr",1190,900,2090,1,0,2,0,3,4,6,1,3,"Attchd",1984,"Fin",2,577,3,3,"Y",219,0,0,"None",9,2007,"WD","Normal",3280,3,23,23,0,1,1,1,49,12.2428866186529
60,"FV",84,10207,"Reg","Inside","Somerst","Norm","1Fam","2Story",7,6,2007,2007,"Gable","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"No","Unf",0,874,874,5,"Y","SBrkr",874,887,1761,0,0,3,0,3,4,7,0,0,"Attchd",2007,"Fin",2,578,3,3,"Y",144,0,0,"None",8,2007,"New","Partial",2635,3,0,0,0,1,0,1,49,12.336552511981
160,"FV",68,5105,"IR2","FR2","Somerst","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","MetalSd","MetalSd","None",0,4,3,"PConc",4,3,"No","GLQ",239,312,551,5,"Y","SBrkr",551,551,1102,0,0,2,1,2,4,4,0,0,"Detchd",2004,"Unf",2,480,3,3,"Y",0,0,0,"None",3,2007,"WD","Normal",1653,2.5,3,3,0,1,0,1,49,11.9103584013811
20,"RL",60,8089,"Reg","Inside","StoneBr","Norm","1Fam","1Story",8,6,2007,2007,"Gable","MetalSd","MetalSd","BrkFace",0,4,3,"PConc",4,3,"Av","GLQ",945,474,1419,5,"Y","SBrkr",1419,0,1419,1,0,2,0,2,4,7,1,4,"Attchd",2007,"RFn",2,567,3,3,"Y",140,0,0,"None",10,2007,"New","Partial",2838,3,0,0,0,1,1,1,64,12.8790171187726
120,"RL",61,7577,"IR1","Corner","NridgHt","Norm","TwnhsE","1Story",6,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",256,4,3,"PConc",4,3,"Av","ALQ",20,1342,1362,5,"Y","SBrkr",1362,0,1362,0,0,2,0,2,4,6,1,4,"Attchd",2005,"RFn",2,460,3,3,"Y",192,0,0,"None",6,2007,"WD","Normal",2724,2,2,1,0,1,1,1,36,12.1792151913603
120,"RM",68,4426,"Reg","Inside","CollgCr","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","BrkFace",147,4,3,"PConc",4,3,"Gd","GLQ",697,151,848,5,"Y","SBrkr",848,0,848,1,0,1,0,1,4,3,1,3,"Attchd",2004,"RFn",2,420,3,3,"Y",149,0,0,"None",5,2008,"WD","Normal",1696,2,4,4,0,1,1,1,36,11.8565151693603
60,"RL",104,21535,"IR1","Corner","NoRidge","Norm","1Fam","2Story",10,6,1994,1995,"Gable","HdBoard","HdBoard","BrkFace",1170,5,3,"PConc",5,3,"Gd","GLQ",1455,989,2444,5,"Y","SBrkr",2444,1872,4316,0,1,3,1,4,5,10,2,5,"Attchd",1994,"Fin",3,832,3,3,"Y",382,0,0,"None",1,2007,"WD","Normal",6760,4,13,12,0,1,1,1,100,13.5344730282312
60,"RL",42,26178,"IR1","Inside","Timber","Norm","1Fam","2Story",7,5,1989,1990,"Hip","MetalSd","MetalSd","BrkFace",293,4,3,"PConc",4,3,"Gd","GLQ",965,245,1210,5,"Y","SBrkr",1238,1281,2519,1,0,2,1,4,4,9,2,4,"Attchd",1989,"RFn",2,628,3,3,"Y",320,0,0,"None",4,2006,"WD","Normal",3729,3.5,17,16,0,1,1,1,49,12.7218858108072
30,"RL",60,5400,"Reg","Corner","OldTown","Norm","1Fam","1Story",5,6,1921,1968,"Gable","MetalSd","MetalSd","None",0,3,3,"BrkTil",3,3,"No","Unf",0,1073,1073,5,"Y","SBrkr",1073,0,1073,0,0,1,0,2,3,4,0,0,"Detchd",1968,"Unf",1,326,3,3,"Y",0,0,0,"None",12,2006,"WD","Abnorml",2146,1,85,38,0,1,0,1,25,11.5943211031742
50,"RM",51,6120,"Reg","Corner","BrkSide","Norm","1Fam","1.5Fin",5,6,1936,1950,"Gable","Wd Sdng","Wd Sdng","None",0,3,2,"BrkTil",3,3,"No","Unf",0,927,927,3,"Y","SBrkr",1067,472,1539,0,0,1,1,3,3,5,0,0,"Detchd",1995,"Unf",2,576,3,3,"Y",112,0,0,"MnPrv",4,2009,"WD","Normal",2466,1.5,73,59,0,1,0,1,25,11.8600549960654
20,"RL",54,13811,"IR1","Inside","Timber","Norm","1Fam","1Story",6,6,1987,1987,"Gable","HdBoard","HdBoard","BrkFace",72,3,3,"CBlock",4,4,"No","GLQ",980,92,1112,4,"Y","SBrkr",1137,0,1137,1,0,2,0,2,4,5,1,3,"Attchd",1987,"Unf",2,551,3,3,"Y",125,0,0,"None",7,2006,"WD","Normal",2249,3,19,19,0,1,1,1,36,12.0782392740203
30,"RM",50,6000,"Reg","Inside","BrkSide","Norm","1Fam","1Story",5,7,1921,1950,"Gable","Wd Sdng","Wd Shng","None",0,3,3,"CBlock",3,3,"No","LwQ",616,0,616,4,"Y","SBrkr",616,0,616,0,0,1,0,2,3,4,0,0,"Detchd",1921,"Unf",1,205,3,3,"Y",0,0,0,"None",6,2006,"WD","Normal",1232,1,85,56,0,1,0,1,25,11.3963916487143
20,"RL",57,6420,"IR1","Inside","Edwards","Norm","1Fam","1Story",5,7,1952,1952,"Gable","Wd Sdng","Wd Sdng","None",0,3,3,"PConc",5,4,"Mn","LwQ",210,219,980,2,"Y","FuseA",1148,0,1148,0,1,1,0,2,3,6,0,0,"Detchd",1952,"Unf",1,308,3,3,"Y",0,0,0,"None",9,2006,"WD","Normal",2128,1.5,54,54,0,1,0,1,25,11.7239964350502
20,"RL",65,8450,"Reg","Inside","Sawyer","RRAe","1Fam","1Story",5,8,1965,2009,"Gable","MetalSd","MetalSd","None",0,3,4,"CBlock",3,3,"No","GLQ",553,224,894,5,"Y","SBrkr",894,0,894,1,0,1,0,3,3,5,1,4,"Detchd",1973,"Unf",1,336,3,3,"Y",416,0,0,"MnPrv",4,2010,"WD","Normal",1788,2,45,1,0,1,1,1,25,11.8386256046095
120,"FV",59,4282,"IR2","Inside","Somerst","Norm","TwnhsE","1Story",7,5,2004,2004,"Gable","MetalSd","MetalSd","None",0,4,3,"PConc",4,3,"Mn","GLQ",16,1375,1391,5,"Y","SBrkr",1391,0,1391,0,0,2,0,2,4,5,0,0,"Attchd",2004,"RFn",2,530,3,3,"Y",156,0,0,"None",7,2008,"WD","Normal",2782,2,4,4,0,1,0,1,49,12.1858699382127
20,"RL",85,14331,"Reg","Inside","Timber","Norm","1Fam","1Story",8,5,2002,2002,"Hip","VinylSd","VinylSd","BrkFace",630,4,3,"PConc",5,3,"Gd","GLQ",1274,526,1800,5,"Y","SBrkr",1800,0,1800,1,0,2,0,3,4,7,1,4,"Attchd",2002,"Fin",3,765,3,3,"Y",270,0,0,"None",5,2006,"WD","Normal",3600,3,4,4,0,1,1,1,64,12.6523597481586
20,"RL",80,9600,"Reg","Inside","NWAmes","Norm","1Fam","1Story",7,5,1969,1969,"Hip","HdBoard","HdBoard","BrkFace",168,3,3,"CBlock",3,3,"No","Unf",0,1164,1164,3,"Y","SBrkr",1164,0,1164,0,0,1,1,3,3,6,0,0,"Attchd",1969,"Unf",2,528,3,3,"Y",0,0,0,"None",7,2006,"COD","Normal",2328,1.5,37,37,0,1,0,1,49,11.8493977015914
60,"RL",82,12438,"IR1","Inside","StoneBr","Norm","1Fam","2Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",466,5,3,"PConc",5,4,"No","Unf",0,1234,1234,5,"Y","SBrkr",1264,1312,2576,0,0,2,1,4,5,10,1,4,"BuiltIn",2006,"Fin",3,666,3,3,"Y",324,0,0,"None",7,2006,"New","Partial",3810,2.5,0,0,0,1,1,1,64,12.7991757088645
190,"RM",76,7630,"Reg","Inside","OldTown","Feedr","2fmCon","2Story",5,9,1900,1996,"Gable","Wd Sdng","Wd Sdng","None",0,3,4,"BrkTil",4,3,"No","Unf",0,360,360,4,"Y","SBrkr",1032,780,1812,0,0,2,0,4,4,8,1,1,"Detchd",1999,"Unf",2,672,3,3,"N",344,0,0,"MnPrv",5,2010,"WD","Normal",2172,2,110,14,0,1,1,1,25,11.8493977015914
20,"RL",70,8400,"Reg","Inside","CollgCr","Norm","1Fam","1Story",7,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",109,4,3,"PConc",4,3,"Av","GLQ",712,761,1473,5,"Y","SBrkr",1484,0,1484,1,0,2,0,3,4,7,0,0,"Attchd",2004,"RFn",2,606,3,3,"Y",0,0,0,"None",5,2010,"WD","Normal",2957,3,6,5,0,1,0,1,49,12.2690474446916
190,"RM",70,5600,"Reg","Inside","IDOTRR","Norm","2fmCon","2Story",4,5,1930,1950,"Hip","VinylSd","Wd Shng","None",0,2,2,"Slab",0,0,"None","None",0,0,0,2,"N","SBrkr",372,720,1092,0,0,2,0,3,2,7,0,0,"None",0,"None",0,0,0,0,"N",0,0,0,"None",7,2010,"WD","Normal",1092,2,80,60,0,0,0,0,16,10.9150884642146
20,"RL",68,115149,"IR2","CulDSac","ClearCr","Norm","1Fam","1Story",7,5,1971,2002,"Gable","Plywood","Plywood","Stone",351,3,3,"CBlock",4,3,"Gd","GLQ",1219,424,1643,3,"Y","SBrkr",1824,0,1824,1,0,2,0,2,4,5,2,3,"Attchd",1971,"Unf",2,739,3,3,"Y",380,0,0,"None",6,2007,"WD","Normal",3467,3,36,5,0,1,1,1,49,12.618182296357
120,"RL",48,6240,"Reg","Inside","NridgHt","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","MetalSd","MetalSd","BrkFace",176,4,3,"PConc",4,3,"No","GLQ",863,461,1324,5,"Y","SBrkr",1324,0,1324,1,0,2,0,2,4,6,1,4,"Attchd",2006,"Fin",2,550,3,3,"Y",192,0,0,"None",12,2009,"WD","Normal",2648,3,3,3,0,1,1,1,64,12.4450895460007
60,"RL",65,9018,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,2007,2007,"Hip","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,"Av","Unf",0,728,728,5,"Y","SBrkr",728,728,1456,0,0,2,1,3,4,8,1,4,"Attchd",2007,"Fin",2,400,3,3,"Y",100,0,0,"None",7,2007,"New","Partial",2184,2.5,0,0,0,1,1,1,49,12.0981533033107
20,"RL",68,7162,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,7,1966,1966,"Gable","HdBoard","HdBoard","BrkCmn",41,3,3,"PConc",3,3,"No","Unf",0,876,876,3,"Y","SBrkr",904,0,904,0,0,1,0,3,3,6,0,0,"Attchd",1966,"Unf",1,408,3,3,"Y",0,0,0,"MnPrv",12,2008,"WD","Abnorml",1780,1,42,42,0,1,0,1,25,11.6073261403917
30,"RL",56,4130,"IR1","Inside","BrkSide","Norm","1Fam","1Story",3,6,1935,2003,"Gable","VinylSd","VinylSd","None",0,4,3,"CBlock",3,3,"No","Unf",0,270,270,4,"Y","SBrkr",729,0,729,0,0,1,0,2,3,5,0,0,"None",0,"None",0,0,0,0,"N",0,0,0,"None",7,2008,"WD","Normal",999,1,73,5,0,0,0,1,9,10.8589989975636
